,Collection,BrandLine,StyleCode,GridValue,Style,Region,Size,Color,Demand,Color_Base,Color_Finish,Is_Multicolor,OpticalOrSun,BrandName,Brand_Tier,Lookalike_ID,Date,Glasses,Sunglasses,Glasses_3m_avg,Sunglasses_3m_avg,Glasses_pct_change,Sunglasses_pct_change,Trend_acetate_frame_glasses,Trend_Calvin_Klein_frames,Trend_FSA_glasses,Trend_metal_frame_glasses,Trend_Lacoste_frames,Trend_Nike_frames,Shape,FrameType,Material,is_summer,is_holiday_season,is_insurance_reset,4m_demand
11178,KP,CALVIN KLEIN OPTICAL,CK24101,5118770,CK24101/51/ROSE GOLD,EMEA,51,ROSE GOLD,16.0,gold,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_gold_CK24101,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Metal,0,0,0,19.0
11179,KP,CALVIN KLEIN OPTICAL,CK24101,5118770,CK24101/51/ROSE GOLD,EMEA,51,ROSE GOLD,7.0,gold,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_gold_CK24101,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Metal,0,0,0,16.0
11184,LS,LACOSTE SUNS,L6034S,5119001,L6034S/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Sun,Lacoste,Premium,Lacoste_black_L6034S,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,1.0
11185,LS,LACOSTE SUNS,L6034S,5119001,L6034S/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Sun,Lacoste,Premium,Lacoste_black_L6034S,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,59.0
11186,LS,LACOSTE SUNS,L6034S,5119001,L6034S/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Sun,Lacoste,Premium,Lacoste_black_L6034S,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,152.0
11187,LS,LACOSTE SUNS,L6034S,5119001,L6034S/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Sun,Lacoste,Premium,Lacoste_black_L6034S,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,219.0
11188,LS,LACOSTE SUNS,L6034S,5119001,L6034S/51/BLACK,EMEA,51,BLACK,1.0,black,shiny,0.0,Sun,Lacoste,Premium,Lacoste_black_L6034S,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,269.0
11189,LS,LACOSTE SUNS,L6034S,5119001,L6034S/51/BLACK,EMEA,51,BLACK,58.0,black,shiny,0.0,Sun,Lacoste,Premium,Lacoste_black_L6034S,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,257.0
11190,LS,LACOSTE SUNS,L6034S,5119001,L6034S/51/BLACK,EMEA,51,BLACK,93.0,black,shiny,0.0,Sun,Lacoste,Premium,Lacoste_black_L6034S,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,216.0
11191,LS,LACOSTE SUNS,L6034S,5119001,L6034S/51/BLACK,EMEA,51,BLACK,67.0,black,shiny,0.0,Sun,Lacoste,Premium,Lacoste_black_L6034S,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,163.0
11196,LS,LACOSTE SUNS,L6034S,5119218,L6034S/51/HAVANA BLO,EMEA,51,HAVANA BLO,0.0,tortoise,shiny,0.0,Sun,Lacoste,Premium,Lacoste_tortoise_L6034S,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,1.0
11197,LS,LACOSTE SUNS,L6034S,5119218,L6034S/51/HAVANA BLO,EMEA,51,HAVANA BLO,0.0,tortoise,shiny,0.0,Sun,Lacoste,Premium,Lacoste_tortoise_L6034S,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,31.0
11198,LS,LACOSTE SUNS,L6034S,5119218,L6034S/51/HAVANA BLO,EMEA,51,HAVANA BLO,0.0,tortoise,shiny,0.0,Sun,Lacoste,Premium,Lacoste_tortoise_L6034S,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,78.0
11199,LS,LACOSTE SUNS,L6034S,5119218,L6034S/51/HAVANA BLO,EMEA,51,HAVANA BLO,0.0,tortoise,shiny,0.0,Sun,Lacoste,Premium,Lacoste_tortoise_L6034S,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,109.0
11200,LS,LACOSTE SUNS,L6034S,5119218,L6034S/51/HAVANA BLO,EMEA,51,HAVANA BLO,1.0,tortoise,shiny,0.0,Sun,Lacoste,Premium,Lacoste_tortoise_L6034S,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,123.0
11201,LS,LACOSTE SUNS,L6034S,5119218,L6034S/51/HAVANA BLO,EMEA,51,HAVANA BLO,30.0,tortoise,shiny,0.0,Sun,Lacoste,Premium,Lacoste_tortoise_L6034S,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,123.0
11202,LS,LACOSTE SUNS,L6034S,5119218,L6034S/51/HAVANA BLO,EMEA,51,HAVANA BLO,47.0,tortoise,shiny,0.0,Sun,Lacoste,Premium,Lacoste_tortoise_L6034S,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,94.0
11203,LS,LACOSTE SUNS,L6034S,5119218,L6034S/51/HAVANA BLO,EMEA,51,HAVANA BLO,31.0,tortoise,shiny,0.0,Sun,Lacoste,Premium,Lacoste_tortoise_L6034S,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,66.0
11208,KC,CALVIN KLEIN SUN,CK24512S,5120001,CK24512S/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Sun,Calvin Klein,Premium,Calvin Klein_black_CK24512S,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,0.0
11209,KP,CALVIN KLEIN OPTICAL,CK19119,5120001,CK19119/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_41594,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Metal,0,0,0,0.0
11210,KC,CALVIN KLEIN SUN,CK24512S,5120001,CK24512S/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Sun,Calvin Klein,Premium,Calvin Klein_black_CK24512S,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,0.0
11211,KP,CALVIN KLEIN OPTICAL,CK19119,5120001,CK19119/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_41594,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Metal,0,0,0,0.0
11212,KC,CALVIN KLEIN SUN,CK24512S,5120001,CK24512S/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Sun,Calvin Klein,Premium,Calvin Klein_black_CK24512S,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,2.0
11213,KP,CALVIN KLEIN OPTICAL,CK19119,5120001,CK19119/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_41594,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Metal,0,1,0,2.0
11214,KC,CALVIN KLEIN SUN,CK24512S,5120001,CK24512S/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Sun,Calvin Klein,Premium,Calvin Klein_black_CK24512S,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,40.0
11215,KP,CALVIN KLEIN OPTICAL,CK19119,5120001,CK19119/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_41594,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Metal,0,1,0,40.0
11216,KC,CALVIN KLEIN SUN,CK24512S,5120001,CK24512S/51/BLACK,EMEA,51,BLACK,2.0,black,shiny,0.0,Sun,Calvin Klein,Premium,Calvin Klein_black_CK24512S,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,92.0
11217,KP,CALVIN KLEIN OPTICAL,CK19119,5120001,CK19119/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_41594,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Metal,0,0,1,104.0
11218,KC,CALVIN KLEIN SUN,CK24512S,5120001,CK24512S/51/BLACK,EMEA,51,BLACK,38.0,black,shiny,0.0,Sun,Calvin Klein,Premium,Calvin Klein_black_CK24512S,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,129.0
11219,KP,CALVIN KLEIN OPTICAL,CK19119,5120001,CK19119/51/BLACK,EMEA,51,BLACK,0.0,black,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_41594,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Metal,0,0,0,136.0
11220,KC,CALVIN KLEIN SUN,CK24512S,5120001,CK24512S/51/BLACK,EMEA,51,BLACK,54.0,black,shiny,0.0,Sun,Calvin Klein,Premium,Calvin Klein_black_CK24512S,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,169.0
11221,KP,CALVIN KLEIN OPTICAL,CK19119,5120001,CK19119/51/BLACK,EMEA,51,BLACK,12.0,black,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_41594,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Metal,0,0,0,190.0
11222,KC,CALVIN KLEIN SUN,CK24512S,5120001,CK24512S/51/BLACK,EMEA,51,BLACK,63.0,black,shiny,0.0,Sun,Calvin Klein,Premium,Calvin Klein_black_CK24512S,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,156.0
11223,KP,CALVIN KLEIN OPTICAL,CK19119,5120001,CK19119/51/BLACK,EMEA,51,BLACK,7.0,black,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_41594,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Metal,0,0,0,182.0
11224,KC,CALVIN KLEIN SUN,CK24512S,5120001,CK24512S/51/BLACK,EMEA,51,BLACK,87.0,black,shiny,0.0,Sun,Calvin Klein,Premium,Calvin Klein_black_CK24512S,2024-05-01,45,30,67.0,25.0,4.44%,6.67%,18,70,18,41,48,57,Rectangle,Full,Plastic,0,0,0,102.0
11225,KP,CALVIN KLEIN OPTICAL,CK19119,5120001,CK19119/51/BLACK,EMEA,51,BLACK,33.0,black,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_41594,2024-05-01,45,30,67.0,25.0,4.44%,6.67%,18,70,18,41,48,57,Round,Full,Metal,0,0,0,90.0
11226,KC,CALVIN KLEIN SUN,CK24512S,5120001,CK24512S/51/BLACK,EMEA,51,BLACK,29.0,black,shiny,0.0,Sun,Calvin Klein,Premium,Calvin Klein_black_CK24512S,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60,Rectangle,Full,Plastic,1,0,0,72.0
11227,KP,CALVIN KLEIN OPTICAL,CK19119,5120001,CK19119/51/BLACK,EMEA,51,BLACK,33.0,black,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_41594,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60,Round,Full,Metal,1,0,0,57.0
11232,KS,NIKE SUN,NIKE SWERVE P FD1850,5120010,NIKE SWERVE P FD1850,EMEA,Unknown,,22.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,79.0
11233,KS,NIKE SUN,NIKE SWERVE P FD1850,5120010,NIKE SWERVE P FD1850,EMEA,Unknown,,22.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,78.0
11234,KS,NIKE SUN,NIKE SWERVE P FD1850,5120010,NIKE SWERVE P FD1850,EMEA,Unknown,,26.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,80.0
11235,KS,NIKE SUN,NIKE SWERVE P FD1850,5120010,NIKE SWERVE P FD1850,EMEA,Unknown,,10.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,104.0
11236,KS,NIKE SUN,NIKE SWERVE P FD1850,5120010,NIKE SWERVE P FD1850,EMEA,Unknown,,21.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,104.0
11237,KS,NIKE SUN,NIKE SWERVE P FD1850,5120010,NIKE SWERVE P FD1850,EMEA,Unknown,,21.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,94.0
11238,KS,NIKE SUN,NIKE SWERVE P FD1850,5120010,NIKE SWERVE P FD1850,EMEA,Unknown,,28.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,94.0
11239,KS,NIKE SUN,NIKE SWERVE P FD1850,5120010,NIKE SWERVE P FD1850,EMEA,Unknown,,34.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,67.0
11244,KS,NIKE SUN,NIKE SWERVE P FD1850,5120011,NIKE SWERVE P FD1850,EMEA,Unknown,,51.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Plastic,0,0,0,219.0
11245,KS,NIKE SUN,NIKE SWERVE P FD1850,5120011,NIKE SWERVE P FD1850,EMEA,Unknown,,71.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Plastic,0,0,0,258.0
11246,KS,NIKE SUN,NIKE SWERVE P FD1850,5120011,NIKE SWERVE P FD1850,EMEA,Unknown,,47.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Plastic,0,1,0,289.0
11247,KS,NIKE SUN,NIKE SWERVE P FD1850,5120011,NIKE SWERVE P FD1850,EMEA,Unknown,,28.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Plastic,0,1,0,362.0
11248,KS,NIKE SUN,NIKE SWERVE P FD1850,5120011,NIKE SWERVE P FD1850,EMEA,Unknown,,73.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Plastic,0,0,1,332.0
11249,KS,NIKE SUN,NIKE SWERVE P FD1850,5120011,NIKE SWERVE P FD1850,EMEA,Unknown,,110.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Plastic,0,0,0,242.0
11250,KS,NIKE SUN,NIKE SWERVE P FD1850,5120011,NIKE SWERVE P FD1850,EMEA,Unknown,,78.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Plastic,0,0,0,188.0
11251,KS,NIKE SUN,NIKE SWERVE P FD1850,5120011,NIKE SWERVE P FD1850,EMEA,Unknown,,101.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKFD1850,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Plastic,0,0,0,108.0
11256,KP,CALVIN KLEIN OPTICAL,CK19119,5120025,CK19119/51/GREY HAVA,EMEA,51,GREY HAVA,0.0,tortoise,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_tortoise_41594,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Metal,0,0,0,0.0
11257,KP,CALVIN KLEIN OPTICAL,CK19119,5120025,CK19119/51/GREY HAVA,EMEA,51,GREY HAVA,0.0,tortoise,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_tortoise_41594,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Metal,0,0,0,0.0
11258,KP,CALVIN KLEIN OPTICAL,CK19119,5120025,CK19119/51/GREY HAVA,EMEA,51,GREY HAVA,0.0,tortoise,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_tortoise_41594,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Metal,0,1,0,1.0
11259,KP,CALVIN KLEIN OPTICAL,CK19119,5120025,CK19119/51/GREY HAVA,EMEA,51,GREY HAVA,0.0,tortoise,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_tortoise_41594,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Metal,0,1,0,3.0
11260,KP,CALVIN KLEIN OPTICAL,CK19119,5120025,CK19119/51/GREY HAVA,EMEA,51,GREY HAVA,0.0,tortoise,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_tortoise_41594,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Metal,0,0,1,56.0
11261,KP,CALVIN KLEIN OPTICAL,CK19119,5120025,CK19119/51/GREY HAVA,EMEA,51,GREY HAVA,0.0,tortoise,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_tortoise_41594,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Round,Full,Metal,0,0,0,106.0
11262,KP,CALVIN KLEIN OPTICAL,CK19119,5120025,CK19119/51/GREY HAVA,EMEA,51,GREY HAVA,1.0,tortoise,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_tortoise_41594,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Round,Full,Metal,0,0,0,135.0
11263,KP,CALVIN KLEIN OPTICAL,CK19119,5120025,CK19119/51/GREY HAVA,EMEA,51,GREY HAVA,2.0,tortoise,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_tortoise_41594,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Round,Full,Metal,0,0,0,153.0
11268,LS,LACOSTE SUNS,L6026S,5120035,L6026S/51/TRANSPAREN,EMEA,51,TRANSPAREN,0.0,crystal,shiny,0.0,Sun,Lacoste,Premium,Lacoste_crystal_L6026S,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Square,Full,Plastic,0,0,0,125.0
11269,LS,LACOSTE SUNS,L6026S,5120035,L6026S/51/TRANSPAREN,EMEA,51,TRANSPAREN,0.0,crystal,shiny,0.0,Sun,Lacoste,Premium,Lacoste_crystal_L6026S,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Square,Full,Plastic,0,0,0,253.0
11270,LS,LACOSTE SUNS,L6026S,5120035,L6026S/51/TRANSPAREN,EMEA,51,TRANSPAREN,0.0,crystal,shiny,0.0,Sun,Lacoste,Premium,Lacoste_crystal_L6026S,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Square,Full,Plastic,0,1,0,452.0
11271,LS,LACOSTE SUNS,L6026S,5120035,L6026S/51/TRANSPAREN,EMEA,51,TRANSPAREN,2.0,crystal,shiny,0.0,Sun,Lacoste,Premium,Lacoste_crystal_L6026S,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Square,Full,Plastic,0,1,0,563.0
11272,LS,LACOSTE SUNS,L6026S,5120035,L6026S/51/TRANSPAREN,EMEA,51,TRANSPAREN,123.0,crystal,shiny,0.0,Sun,Lacoste,Premium,Lacoste_crystal_L6026S,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Square,Full,Plastic,0,0,1,538.0
11273,LS,LACOSTE SUNS,L6026S,5120035,L6026S/51/TRANSPAREN,EMEA,51,TRANSPAREN,128.0,crystal,shiny,0.0,Sun,Lacoste,Premium,Lacoste_crystal_L6026S,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Square,Full,Plastic,0,0,0,468.0
11274,LS,LACOSTE SUNS,L6026S,5120035,L6026S/51/TRANSPAREN,EMEA,51,TRANSPAREN,199.0,crystal,shiny,0.0,Sun,Lacoste,Premium,Lacoste_crystal_L6026S,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Square,Full,Plastic,0,0,0,345.0
11275,LS,LACOSTE SUNS,L6026S,5120035,L6026S/51/TRANSPAREN,EMEA,51,TRANSPAREN,113.0,crystal,shiny,0.0,Sun,Lacoste,Premium,Lacoste_crystal_L6026S,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Square,Full,Plastic,0,0,0,246.0
11280,LS,LACOSTE SUNS,L6026S,5120038,L6026S/51/LIGHT GREY,EMEA,51,LIGHT GREY,0.0,grey,shiny,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6026S,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Square,Full,Plastic,0,0,0,169.0
11281,LS,LACOSTE SUNS,L6026S,5120038,L6026S/51/LIGHT GREY,EMEA,51,LIGHT GREY,0.0,grey,shiny,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6026S,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Square,Full,Plastic,0,0,0,383.0
11282,LS,LACOSTE SUNS,L6026S,5120038,L6026S/51/LIGHT GREY,EMEA,51,LIGHT GREY,0.0,grey,shiny,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6026S,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Square,Full,Plastic,0,1,0,555.0
11283,LS,LACOSTE SUNS,L6026S,5120038,L6026S/51/LIGHT GREY,EMEA,51,LIGHT GREY,6.0,grey,shiny,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6026S,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Square,Full,Plastic,0,1,0,664.0
11284,LS,LACOSTE SUNS,L6026S,5120038,L6026S/51/LIGHT GREY,EMEA,51,LIGHT GREY,163.0,grey,shiny,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6026S,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Square,Full,Plastic,0,0,1,618.0
11285,LS,LACOSTE SUNS,L6026S,5120038,L6026S/51/LIGHT GREY,EMEA,51,LIGHT GREY,214.0,grey,shiny,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6026S,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Square,Full,Plastic,0,0,0,510.0
11286,LS,LACOSTE SUNS,L6026S,5120038,L6026S/51/LIGHT GREY,EMEA,51,LIGHT GREY,172.0,grey,shiny,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6026S,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Square,Full,Plastic,0,0,0,416.0
11287,LS,LACOSTE SUNS,L6026S,5120038,L6026S/51/LIGHT GREY,EMEA,51,LIGHT GREY,115.0,grey,shiny,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6026S,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Square,Full,Plastic,0,0,0,385.0
11292,KP,CALVIN KLEIN OPTICAL,CK19119,5120045,CK19119/51/SILVER,EMEA,51,SILVER,0.0,silver,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_silver_41594,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Round,Full,Metal,0,0,0,0.0
11293,KP,CALVIN KLEIN OPTICAL,CK19119,5120045,CK19119/51/SILVER,EMEA,51,SILVER,0.0,silver,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_silver_41594,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Round,Full,Metal,0,0,0,0.0
11294,KP,CALVIN KLEIN OPTICAL,CK19119,5120045,CK19119/51/SILVER,EMEA,51,SILVER,0.0,silver,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_silver_41594,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Round,Full,Metal,0,1,0,1.0
11295,KP,CALVIN KLEIN OPTICAL,CK19119,5120045,CK19119/51/SILVER,EMEA,51,SILVER,0.0,silver,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_silver_41594,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Round,Full,Metal,0,1,0,7.0
11296,KP,CALVIN KLEIN OPTICAL,CK19119,5120045,CK19119/51/SILVER,EMEA,51,SILVER,0.0,silver,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_silver_41594,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Round,Full,Metal,0,0,1,32.0
